TrainNo,TrainName,SourceStation,DestinationStation,Sunday,Monday,tuesday,Wednesday,thursday,Friday,Saturday
64111,DKDE-SSB 12CAR EMU,KRJ,SSB,y,y,y,y,y,y,y
64112,SSB-DKDE 12CAR EMU,SSB,DKDE,y,y,y,y,y,y,y
64114,SSB-ALJN 12CAR EMU,NDLS,ALJN,y,y,y,y,y,y,y
64113,KRJ-SSB 12CAR EMU,KRJ,SSB,y,y,y,y,y,y,y
64151,ALJN-DLI MEMU,ALJN,DLI,y,y,y,y,y,y,y
64152,DLI-ALJN MEMU,DLI,ALJN,y,y,y,y,y,y,y
64154,ALJN-tDL MEMU,ALJN,tDL,y,y,y,y,y,y,y
64153,CNB-EtW MEMU,CNB,EtW,y,y,y,y,y,y,y
64155,EtW-tDL MEMU,EtW,tDL,y,y,y,y,y,y,y
64157,EtW-AGC MEMU,EtW,AGC,y,y,y,y,y,y,y
64158,tDL-EtW MEMU,tDL,EtW,y,y,y,y,y,y,y
64156,EtW-CNB MEMU,EtW,CNB,y,y,y,y,y,y,y
64160,AGC-EtW MEMU,AGC,EtW,y,y,y,y,y,y,y
64159,CNB-PHD MEMU,CNB,PHD,y,y,y,y,y,y,y
64161,PHD-SKB MEMU,PHD,SKB,y,y,y,y,y,y,y
64162,PHD-CNB MEMU,PHD,CNB,y,y,y,y,y,y,y
64163,CNB-PNK MEMU,CNB,PNK,y,y,y,y,y,y,y
64165,tDL-ALJN MEMU,tDL,ALJN,y,y,y,y,y,y,y
64164,SKB-PHD MEMU,SKB,PHD,y,y,y,y,y,y,y
64167,PWL-ALJN EMU,PWL,ALJN,y,y,y,y,y,y,y
64168,ALJN-PWL EMU,ALJN,PWL,y,y,y,y,y,y,y
64201,LKO-CNB MEMU,LKO,CNB,y,y,y,y,y,y,y
64203,LKO-CNB MEMU,LKO,CNB,y,y,y,y,y,y,y
64202,CNB-LKO MEMU,CNB,LKO,y,y,y,y,y,y,y
64205,LKO-CNB MEMU,LKO,CNB,y,y,y,y,y,y,y
64204,CNB-LKO MEMU,CNB,LKO,y,y,y,y,y,y,y
64206,CNB-LKO MEMU,CNB,LKO,y,y,y,y,y,y,y
64208,CNB-LKO MEMU,CNB,LKO,y,y,y,y,y,y,y
64210,CNB-LKO MEMU,CNB,LKO,y,y,y,y,y,y,y
64207,LKO-CNB MEMU,LKO,CNB,y,y,y,y,y,y,y
64209,LKO-CNB MEMU,LKO,CNB,y,y,y,y,y,y,y
64212,CNB-LKO MEMU,CNB,LKO,y,y,y,y,y,y,y
64211,LKO-CNB MEMU,LKO,CNB,y,y,y,y,y,y,y
64213,LKO-CNB MEMU,LKO,CNB,y,y,y,y,y,y,y
64216,KAP-LKO MEMU,KAP,LKO,y,y,y,y,y,y,y
64214,KAP-LKO MEMU,KAP,LKO,y,y,y,y,y,y,y
64221,LKO-HRI-LKO MEMU,LKO,SPN,y,y,y,y,y,y,y
64222,HRI-LKO-HRI MEMU,SPN,LKO,y,y,y,y,y,y,y
64231,BBK-LKO MEMU,BBK,LKO,y,y,y,y,y,y,y
64232,LKO-BBK MEMU,LKO,BBK,y,y,y,y,y,y,y
64234,LKO-BBK MEMU,LKO,BBK,y,y,y,y,y,y,y
64236,CNB-BBK MEMU,CNB,BBK,y,y,y,y,y,y,
64235,BBK-CNB MEMU,BBK,CNB,,y,y,y,y,y,y
64252,CNB-LJN MEMU,CNB,LJN,y,y,y,y,y,y,y
64253,LJN-KAP MEMU,LJN,KAP,y,y,y,y,y,y,y
64254,CNB-LJN MEMU,CNB,LJN,y,y,y,y,y,y,y
64251,LJN-CNB MEMU,LJN,CNB,y,y,y,y,y,y,y
64257,LJN-CNB MEMU,LJN,CNB,y,y,y,y,y,y,y
64255,LJN-KAP MEMU,LJN,KAP,y,y,y,y,y,y,y
64260,PNK-LJN MEMU,PNK,LJN,y,y,y,y,y,y,y
64272,LJN-BBK MEMU,LJN,BBK,y,y,y,y,y,y,y
64271,BBK-LJN MEMU,BBK,LJN,y,y,y,y,y,y,y
64273,BBK-LJN MEMU,BBK,LJN,y,y,y,y,y,y,y
64274,LJN-BBK MEMU,LJN,BBK,y,y,y,y,y,y,y
64275,BBK-LJN MEMU,BBK,LJN,y,y,y,y,y,y,y
64282,LKO-SLN MEMU,LKO,SLN,y,y,y,y,y,y,y
64281,SLN-LKO MEMU,SLN,LKO,y,y,y,y,y,y,y
64401,GZB-DLI 12CAR EMU,GZB,DLI,y,y,y,y,y,y,y
64403,GZB-DLI 12CAR EMU,GZB,DLI,y,y,y,y,y,y,y
64402,DLI-GZB 12CAR EMU,DLI,GZB,y,y,y,y,y,y,y
64404,DLI-GZB 12CAR EMU,DLI,GZB,y,y,y,y,y,y,y
64406,DLI-GZB 12CAR EMU,DLI,GZB,y,y,y,y,y,y,y
64407,GZB-DLI EMU,GZB,DLI,y,y,y,y,y,y,y
64410,NDLS-GZB EMU,NDLS,GZB,y,y,y,y,y,y,y
64412,DLI-GZB MEMU,DLI,GZB,y,y,y,y,y,y,y
64409,GZB-NDLS 10CAR EMU,GZB,NDLS,y,y,y,y,y,y,y
64411,SBB-SSB EMU,SBB,DLI,y,y,y,y,y,y,y
64408,DLI-GZB 12CAR EMU,DLI,GZB,y,y,y,y,y,y,y
64414,DLI-GZB EMU,DLI,GZB,y,y,y,y,y,y,y
64415,GZB-NDLS EMU,GZB,NDLS,y,y,y,y,y,y,y
64417,GZB-DLI MEMU 12 COACH,GZB,DLI,y,y,y,y,y,y,y
64418,DLI-GZB MEMU 12 COACHES,DLI,GZB,y,y,y,y,y,y,y
64419,NZM-GZB10 CAR EMU,NZM,GZB,y,y,y,y,y,y,y
64421,GZB-NDLS 12CAR EMU,GZB,NDLS,y,y,y,y,y,y,y
64420,GZB-DLI-NDLS-NZM 10 CAR,GZB,NZM,y,y,y,y,y,y,y
64423,GZB-NDLS EMU,GZB,NDLS,y,y,y,y,y,y,y
64422,NDLS-GZB,NDLS,GZB,y,y,y,y,y,y,y
64424,NDLS-GZB EMU,NDLS,GZB,y,y,y,y,y,y,y
64425,GZB-NDLS 12CAR EMU,GZB,NDLS,y,y,y,y,y,y,y
64426,NDLS-GZB 12CAR EMU,NDLS,GZB,y,y,y,y,y,y,y
64429,GZB-NDLS 12CAR EMU,GZB,NDLS,y,y,y,y,y,y,y
64428,NDLS-GZB EMU,NDLS,GZB,,y,y,y,y,y,
64430,NDLS-GZB,NDLS,GZB,y,y,y,y,y,y,y
64427,GZB-NDLS 12CAR EMU,GZB,NDLS,y,y,y,y,y,y,y
64431,GZB-NDLS EMU,GZB,NDLS,,y,y,y,y,y,
64432,NDLS-GZB EMU,NDLS,GZB,y,y,y,y,y,y,y
64434,DLI-GZB 12CAR EMU,DLI,GZB,y,y,y,y,y,y,y
64433,GZB-NDLS EMU,GZB,NDLS,y,y,y,y,y,y,y
64437,GZB-DLI 12CAR EMU,GZB,DLI,y,y,y,y,y,y,y
64439,GZB-DLI 12CAR EMU,GZB,DLI,y,y,y,y,y,y,y
64441,GZB-DLI 12CAR EMU,GZB,NDLS,y,y,y,y,y,y,y
64443,GZB-DLI 12CAR EMU,GZB,DLI,y,y,y,y,y,y,y
64445,GZB-NDLS,GZB,DLI,y,y,y,y,y,y,y
64449,GZB-NDLS LADIES SPL,GZB,NDLS,,y,y,y,y,y,
64451,DLI-PNP MEMU,DLI,PNP,y,y,y,y,y,y,y
64453,DLI-PNP 12CAR EMU,DLI,PNP,y,y,y,y,y,y,y
64454,KKDE-DLI MEMU,KKDE,DLI,y,y,y,y,y,y,y
64450,NDLS-GZB LADIES SPL,NDLS,GZB,,y,y,y,y,y,
64452,KKDE-DLI MEMU,KKDE,DLI,y,y,y,y,y,y,y
64462,KKDE-NZM MEMU,KKDE,NZM,y,y,y,y,y,y,y
64463,NDLS-KKDE MEMU,NDLS,KKDE,y,y,y,y,y,y,y
64461,NZM KKDE MEMU,NZM,KKDE,y,y,y,y,y,y,y
64466,PNP-NDLS MEMU,PNP,NDLS,y,y,y,y,y,y,y
64465,NDLS-KKDE MEMU,NDLS,KKDE,y,y,y,y,y,y,y
64464,PNP-NDLS MEMU,PNP,NDLS,y,y,y,y,y,y,y
64469,NDLS-PNP LADIES SPL.,NDLS,PNP,,y,y,y,y,y,
64470,PNP-NDLS LADIES SPL.,PNP,NDLS,,y,y,y,y,y,
64471,GZB-PNP MEMU,GZB,PNP,y,y,y,y,y,y,y
64472,PNP-GZB MEMU,PNP,GZB,y,y,y,y,y,y,y
64482,UMB-KKDE MEMU,UMB,KKDE,y,y,y,y,y,y,y
64481,PNP-UMB MEMU,PNP,UMB,y,y,y,y,y,y,y
64483,KKDE-UMB MEMU,KKDE,UMB,y,y,y,y,y,y,y
64491,PWL-NDLS LADIESD SPL,PWL,NDLS,,y,y,y,y,y,y
64494,NZM-PWL MEMU,NZM,PWL,y,y,y,y,y,y,y
64492,NDLS-PWL LADIES SPL,NDLS,PWL,,y,y,y,y,y,y
64493,PWL-NZM 10CAR EMU,PWL,NZM,y,y,y,y,y,y,y
64496,NZM-KSV EMU,NZM,KSV,y,y,y,y,y,y,
64502,UMB-SRE PASS,UMB,SRE,y,y,y,y,y,y,y
64504,UMB-SRE PASS,UMB,SRE,y,y,y,y,y,y,y
64501,UMB-SRE PASS,SRE,UMB,y,y,y,y,y,y,y
64511,SRE-NLDM PASS,SRE,NLDM,y,y,y,y,y,y,y
64512,NLDM-SRE PASS,NLDM,SRE,y,y,y,y,y,y,y
64514,NLDM-UMB PASS,NLDM,UMB,y,y,y,y,y,y,y
64515,UMB-NLDM PASS,UMB,NLDM,y,y,y,y,y,y,y
64513,SRE-NLDM PASS,SRE,NLDM,y,y,y,y,y,y,y
64518,NLDM-UMB PASS,NLDM,UMB,y,y,y,y,y,y,y
64517,UMB-NLDM PASS,UMB,NLDM,y,y,y,y,y,y,y
64516,NLDM-UMB PASS,NLDM,UMB,y,y,y,y,y,y,y
64522,LDH-UMB MEMU,LDH,UMB,y,y,y,y,y,y,y
64521,UMB-LDH PASS,UMB,LDH,y,y,y,y,y,y,y
64524,LDH-UMB MEMU,LDH,UMB,y,y,y,y,y,y,y
64523,UMB-LDH MEMU,UMB,LDH,y,y,y,y,y,y,y
64531,DLI-PNP PASS,DLI,PNP,y,y,y,y,y,y,y
64532,UMB-DLI MEMU,UMB,PNP,y,y,y,y,y,y,y
64534,PNP-DLI 12CAR EMU,PNP,GZB,y,y,y,y,y,y,y
64533,DLI-PNP MEMU,DLI,PNP,y,y,y,y,y,y,y
64536,PNP-DLI-MEMU,PNP,DLI,y,y,y,y,y,y,y
64542,UMB-PNP PASS,UMB,PNP,y,y,y,y,y,y,y
64541,PNP-UMB PAS,PNP,UMB,y,y,y,y,y,y,y
64546,UMB-KKDE PASS,UMB,KKDE,y,y,y,y,y,y,y
64548,UMB-KKDE PASS,UMB,KKDE,y,y,y,y,y,y,y
64543,PNP-UMB MEMU,PNP,UMB,y,y,y,y,y,y,y
64545,KKDE-UMB PASS,KKDE,UMB,y,y,y,y,y,y,y
64547,KKDE-UMB PASS,KKDE,UMB,y,y,y,y,y,y,y
64551,LDH-ASR MEMU,LDH,ASR,y,y,y,y,y,y,y
64552,ASR-LDH MEMU,ASR,LDH,y,y,y,y,y,y,y
64553,MB-ANVt MEMU,MB,ANVt,y,y,y,y,y,y,y
64554,ANVt-MB MEMU,ANVt,MB,y,y,y,y,y,y,y
64556,MtC-ANVt MEMU,MtC,ANVt,y,y,y,y,y,y,y
64558,SRE-DLI MEMU,SRE,DLI,y,y,y,y,y,y,y
64557,DLI-SRE MEMU,DLI,SRE,y,y,y,y,y,y,y
64555,ANVt-MtC MEMU,ANVt,MtC,y,y,y,y,y,y,y
64581,HRF-DLI MEMU,HRF,DLI,y,y,y,y,y,y,y
64584,DLI-tDL MEMU,DLI,tDL,y,y,y,y,y,y,y
64583,tDL-DLI MEMU,tDL,DLI,y,y,y,y,y,y,y
64582,DLI-HRF MEMU,DLI,HRF,y,y,y,y,y,y,y
64586,HRS-HRF MEMU,HRS,HRF,y,y,y,y,y,y,y
64587,CNB-tDL MEMU,CNB,tDL,y,y,y,y,y,y,y
64585,HRF-HRS MEMU,HRF,HRS,y,y,y,y,y,y,y
64588,tDL-CNB MEMU,tDL,CNB,y,y,y,y,y,y,y
64591,ALD-CNB,ALD,CNB,y,y,y,y,y,y,y
64592,CNB-ALD,CNB,ALD,y,y,y,y,y,y,y
64901,KSV-GZB 12CAR EMU,KSV,GZB,y,y,y,y,y,y,y
64902,GZB-KSV 12CAR EMU,GZB,KSV,y,y,y,y,y,y,y
64903,MtJ-GZB 12CAR EMU,MtJ,GZB,y,y,y,y,y,y,y
64906,GZB-PWL 12CAR EMU,GZB,PWL,y,y,y,y,y,y,y
64904,GZB-MtJ 12CAREMU,GZB,MtJ,y,y,y,y,y,y,y
64905,MtJ-NDLS 12CAR EMU,MtJ,NDLS,y,y,y,y,y,y,y
64908,SSB-BVH-PWL EMU,SSB,BVH,y,y,y,y,y,y,y
64910,SSB-MtJ 12CAR EMU,SSB,MtJ,y,y,y,y,y,y,y
64911,NDLS-ROK MEMU,NDLS,ROK,y,y,y,y,y,y,y
64912,ROK-NDLS MEMU,ROK,NDLS,y,y,y,y,y,y,y
64915,DLI-ROK MEMU,DLI,ROK,y,y,y,y,y,y,y
64913,DLI-ROK MEMU,DLI,ROK,y,y,y,y,y,y,y
64914,ROK-DLI MEMU,ROK,DLI,y,y,y,y,y,y,y
64916,ROK-DLI MEMU,ROK,DLI,y,y,y,y,y,y,y
64931,DLI-ROK MEMU,DLI,ROK,y,y,y,y,y,y,y
64932,ROK-DLI MEMU,ROK,DLI,y,y,y,y,y,y,y
64951,BXN-AGC,BXN,AGC,y,y,y,y,y,y,y
64953,AGC-NZM EMU,AGC,NZM,,y,y,y,y,y,y
64952,AGC-BXN,AGC,BXN,y,y,y,y,y,y,y
64955,AGC-tDL MEMU,AGC,tDL,y,y,y,y,y,y,y
64956,tDL-AGC MEMU,tDL,AGC,y,y,y,y,y,y,y
64957,AGC-PWL MEMU,AGC,PWL,y,y,y,y,y,y,y
64958,PWL-AGC MEMU,PWL,AGC,y,y,y,y,y,y,y
64959,KSV-AGC MEMU,KSV,AGC,,y,y,y,y,y,y
66004,AVD-MMC PASSR,AVD,MMCC,y,y,y,y,y,y,y
66001,MMC-AVD EMU LOCAL,MMCC,AVD,y,y,y,y,y,y,y
66002,AVD-MMC MEMU LOCAL,AVD,MMCC,y,y,y,y,y,y,y
66006,AVD-MMC PASSR,AVD,MMCC,y,y,y,y,y,y,y
66003,MMC-AVD MEMU LOCAL,MMCC,AVD,y,y,y,y,y,y,y
66005,MMC-AVDPASSR,MMCC,AVD,y,y,y,y,y,y,y
66009,MMC-AJJ PASSR,MMCC,AJJ,y,y,y,y,y,y,y
66011,MMC-AJJ PASSR,MMCC,AJJ,y,y,y,y,y,y,y
66012,MSB-MMC PASSR,MSB,MAS,y,y,y,y,y,y,y
66010,AJJ-MMC PASSR,AJJ,MMCC,y,y,y,y,y,y,y
66008,AJJ-MMC PASSR,AJJ,MMCC,y,y,y,y,y,y,y
66007,MMC-AVD EMU LOCAL,MMCC,AVD,y,y,y,y,y,y,y
66014,tPtt-MMC MEMU,tPtt,MMCC,y,y,y,y,y,y,y
66015,MMC-tPtt MEMU,MMCC,tPtt,y,y,y,y,y,y,y
66013,MMC-AJJ EMU LOCAL,MMCC,AJJ,y,y,y,y,y,y,y
66017,MSB-VLR PASSR,MSB,VLR,y,y,y,y,y,y,y
66018,VLR-MSB PASSR,VLR,MSB,y,y,y,y,y,y,y
66016,AJJ-MSB PASSR,AJJ,MSB,y,y,y,y,y,y,y
66019,KPD-SA PASSR,KPD,SA,y,y,y,y,y,y,
66021,MMC-tPtt MEMU,MMCC,tPtt,y,y,y,y,y,y,y
66022,tPtt-MMC PASSR,tPtt,MMCC,y,y,y,y,y,y,y
66020,SA-KPD PASSR,SA,KPD,y,y,y,y,y,y,
66027,MMC-SPE PASSR.,MMCC,SPE,y,y,y,y,y,y,y
66028,SPE-MMC PASSR,SPE,MMCC,y,y,y,y,y,y,y
66029,SPE-NLR PASSR,SPE,NLR,y,y,y,y,y,y,y
66025,MMC-SPE PASSR.,MMCC,SPE,y,y,y,y,y,y,y
66026,SPE-MMC PASSR,SPE,MMCC,y,y,y,y,y,y,y
66030,NLR-SPE PASSR,NLR,SPE,y,y,y,y,y,y,y
66031,SPE-NLR PASSR,SPE,NLR,y,y,y,y,y,y,y
66035,MAS-NLR PASS,MMCC,NLR,y,y,y,y,y,y,y
66034,NLR-tPtt PASSR.,NLR,tPtt,y,y,y,y,y,y,y
66033,tPtt-NLR PASSR,tPtt,NLR,y,y,y,y,y,y,y
66036,NLR-MMC MEMU,NLR,MMCC,y,y,y,y,y,y,y
66032,NLR-SPE PASSR,NLR,SPE,y,y,y,y,y,y,y
66041,MSB-tMLP PASSR,MSB,tMLP,y,y,y,y,y,y,y
66044,MLMR-MSB PASSR,MLMR,MSB,y,y,y,y,y,y,y
66043,MSB-MLMR PASSR,MSB,MLMR,y,y,y,y,y,y,y
66048,tPtt-MMC MEMU,tPtt,MMCC,y,y,y,y,y,y,y
66045,MLMR-VM PASSR,MLMR,VM,y,y,y,y,y,y,y
66047,MMC-tPtt MEMU,MMCC,tPtt,y,y,y,y,y,y,y
66046,VM-MLMR PASSR,VM,MLMR,y,y,y,y,y,y,y
66300,QLN-ERS PASSR.,QLN,ERS,y,y,y,y,y,y,
66301,ERS-QLN PASSR.,ERS,QLN,y,,y,y,y,y,y
66305,CAPE-QLN PASSR.,CAPE,QLN,y,y,y,y,y,,y
66304,QLN-CAPE PASSR.,QLN,CAPE,y,y,y,y,y,,y
66303,ERS-QLN PASSR.,ERS,QLN,y,y,y,y,y,y,
66302,QLN-ERS PASSR.,QLN,ERS,y,,y,y,y,y,y
66308,QLN-ERS MEMU,QLN,ERS,y,y,y,,y,y,y
66307,ERS-QLN MEMU,ERS,QLN,y,y,y,,y,y,y
66309,ERS-QLN MEMU,ERS,QLN,y,y,y,,y,y,y
66310,QLN-ERS MEMU,QLN,ERS,y,y,y,,y,y,y
66529,KPN-SBC PASS,KPN,SBC,,y,y,y,y,y,y
66527,KPN-BWt MEMU,KPN,BWt,,y,y,y,y,y,y
66528,BWt-KPN MEMU,BWt,KPN,,y,y,y,y,y,y
66530,SBC-BWt PASS,SBC,BWt,,y,y,y,y,y,y
66531,BWt-SBC PASS,BWt,SBC,,y,y,y,y,y,y
66532,SBC-BWt PASS,SBC,MKM,,y,y,y,y,y,y
66533,BWt-KJM PASS,MKM,KJM,,y,y,y,y,y,y
66534,KJM-KPN PASS,KJM,KPN,,y,y,y,y,y,y
66600,CBE-ED PASSR,CBE,ED,y,y,y,y,y,y,y
66601,ED-CBE PASSR,ED,CBE,y,y,y,y,y,y,y
66604,SRR CBE PASSR,SRR,CBE,,y,y,y,y,y,y
66605,CBE-SRR PASS,CBE,SRR,,y,y,y,y,y,y
66603,SA-CBE PASS,SA,CBE,,y,y,y,y,y,y
66606,PGtN-CBE PASS,PGtN,CBE,,y,y,y,y,y,y
66602,CBE-SA PASS,CBE,SA,,y,y,y,y,y,y
66608,PGtN-ED MEMU PASSR.,PGtN,ED,y,y,y,y,,y,y
66611,PGt-ERS MEMU,PGt,ERS,y,y,,y,y,y,y
66609,ED-PGtN MEMU PASSR.,ED,PGtN,y,y,y,y,,y,y
66607,PGtN-CBE PASS,CBE,PGtN,,y,y,y,y,y,y
66612,ERS-PGt MEMU,ERS,PGt,y,y,,y,y,y,y
67250,SC-tDU,SC,tDU,y,y,y,y,y,y,
67249,tDU-SC MEMU,tDU,SC,,y,y,y,y,y,y
67253,PUSHPULL,tEL,BZA,y,y,y,y,y,y,y
67254,PUSHPULL,BZA,GNt,y,y,y,y,y,y,y
67251,PUSHPULL,BZA,tEL,y,y,y,y,y,y,y
67258,PUSHPULL,tEL,GNt,y,y,y,y,y,y,y
67256,PUSHPULL,tEL,OGL,y,y,y,y,y,y,y
67255,PUSHPULL,GNt,tEL,y,y,y,y,y,y,y
67259,PUSHPULL,GNt,BZA,y,y,y,y,y,y,y
67257,PUSHPULL,OGL,tEL,y,y,y,y,y,y,y
67260,PUSHPULL,OGL,BZA,y,y,y,y,y,y,y
67262,PUSHPULL,RJt,BZA,y,y,y,y,y,y,y
67266,PUSHPULL,HtB,KZJ,y,y,y,y,y,y,y
67263,PUSHPULL,BZA,OGL,y,y,y,y,y,y,y
67261,PUSHPULL,BZA,RJt,y,y,y,y,y,y,y
67265,PUSHPULL,WL,HtB,y,y,y,y,y,y,y
67264,PUSHPULL,HtB,WL,y,y,y,y,y,y,y
67271,PUSHPULL,DKJ,BZA,y,y,y,y,y,y,y
67270,PUSHPULL,DKJ,KZJ,y,y,y,y,y,y,y
67269,PUSHPULL,KZJ,DKJ,y,y,y,y,y,y,y
67267,PUSHPULL,WL,HtB,y,y,y,y,y,y,y
67272,PUSHPULL,BZA,DKJ,y,y,y,y,y,y,y
67276,BHONGIR-FM MEMU,BG,FM,,y,y,y,y,y,y
67274,PUSHPULL,GNt,BZA,y,y,y,y,y,y,y
67278,JANGOAN-FM MEMU tRAIN,ZN,FM,,y,y,y,y,y,y
67277,FM-JANGAON  MEMU tRAIN,FM,ZN,,y,y,y,y,y,y
67275,FM-BHONGIR MEMU tRAIN,FM,BG,,y,y,y,y,y,y
67273,PUSHPULL,BZA,GNt,y,y,y,y,y,y,y
67280,OGL-GDR MEMU,OGL,GDR,y,y,y,y,y,y,y
67279,GDR-OGL MEMU,GDR,OGL,y,y,y,y,y,y,y
67294,VSKP-PSA MEMU,VSKP,PSA,y,y,y,y,y,y,y
67292,VSKP-VZM MEMU,VSKP,VZM,y,y,y,y,y,y,y
67293,PSA-VSKP MEMU,PSA,VSKP,y,y,y,y,y,y,y
67295,RJt-VSKP PASS,RJt,VSKP,y,y,y,y,y,y,y
67296,VSKP-RJt PASS,VSKP,RJt,y,y,y,y,y,y,y
67291,VZM-VSKP MEMU,VZM,VSKP,y,y,y,y,y,y,y
67297,BZAPASS,OGL,BZA,y,y,y,y,y,y,y
67298,BZA-GDR PASS,BZA,OGL,y,y,y,y,y,y,y
67299,EE PASS,RJt,BZA,y,y,y,y,y,y,y
67300,BZA-RJt PASS,BZA,RJt,y,y,y,y,y,y,y
68003,HWH-GtS MEMU LOCAL,HWH,GtS,y,y,y,y,y,y,
68001,SRC-JGM MEMU LOCAL,SRC,JGM,,y,y,y,y,y,
68006,tAtA KGP PASSENGER,tAtA,KGP,y,y,y,y,y,y,y
68005,KGP tAtA PASSENGER,KGP,tAtA,y,y,y,y,y,y,y
68004,GtS-HWH MEMU LOCAL,GtS,HWH,y,y,y,y,y,y,
68002,JER HWH LOCAL,JER,HWH,y,y,y,y,y,y,y
68008,JGM SRC MEMU LOCAL,JGM,SRC,,y,y,y,y,y,
68009,tAtA CKP PASSENGER,tAtA,CKP,y,y,y,y,y,y,y
68010,CKP tAtA PASSENGER,CKP,tAtA,y,y,y,y,y,y,y
68007,HWH JER MEMU LOCAL,HWH,JER,y,y,y,y,y,y,y
68012,tAtA KGP LOCAL,tAtA,KGP,y,y,y,y,y,y,y
68011,KGP tAtA LOCAL,KGP,tAtA,y,y,y,y,y,y,y
68014,KGP tAtA LOCAL,tAtA,KGP,y,y,y,y,y,y,y
68013,tAtA KGP LOCAL,KGP,tAtA,y,y,y,y,y,y,y
68017,GMO CKP PASSENGER,GMO,CKP,y,y,y,y,y,y,y
68018,CKP GMO PASSENGER,CKP,GMO,y,y,y,y,y,y,y
68016,tAtA KGP LOCAL,tAtA,KGP,y,y,y,y,y,y,y
68019,JGM-DHN MEMU PASS,JGM,DHN,y,y,y,y,y,y,
68020,JGM-DHN MEMU PASS,DHN,JGM,y,y,y,y,y,y,
68022,BLS KGP LOCAL,BLS,KGP,,y,y,y,y,y,y
68024,PRR-JGM MEMU PASS,PRR,JGM,,y,y,y,y,y,y
68021,KGP BLS LOCAL,KGP,BLS,,y,y,y,y,y,y
68023,JGM-PRR MEMU SPL,JGM,PRR,,y,y,y,y,y,y
68047,KGP - BLDA  MEMU PASS,KGP,BLDA,y,y,y,y,y,y,y
68048,BLDA- KGP MEMU,BLDA,KGP,y,y,y,y,y,y,y
68054,PRR ADRA LOCAL,BBM,ADRA,y,y,y,y,y,y,y
68053,ADRA PRR LOCAL,ADRA,BBM,y,y,y,y,y,y,y
68055,ASN tAtA LOCAL,ASN,tAtA,y,y,y,y,y,y,y
68058,PRR ADRA LOCAL,PRR,ADRA,y,y,y,y,y,y,y
68057,ADRA PRR LOCAL,ADRA,PRR,y,y,y,y,y,y,y
68056,tAtA ASN LOCAL,tAtA,ASN,y,y,y,y,y,y,y
68059,BBM ASN LOCAL,BBM,ASN,y,y,y,y,y,y,y
68060,ASN BBM LOCAL,ASN,BBM,y,y,y,y,y,y,y
68061,ADRA-ASN MEMU,ADRA,ASN,y,y,y,y,y,y,y
68063,ADRA-ASN MEMU,ADRA,ASN,y,y,y,y,y,y,y
68064,ASN ADRA LOCAL,ASN,ADRA,y,y,y,y,y,y,y
68065,ADRA ASN LOCAL,ADRA,ASN,y,y,y,y,y,y,y
68066,ASN ADRA LOCAL,ASN,ADRA,y,y,y,y,y,y,y
68062,ASN-ADRA MEMU,ASN,ADRA,y,y,y,y,y,y,y
68069,ADRA ASN LOCAL,ADRA,ASN,y,y,y,y,y,y,y
68070,ASN ADRA LOCAL,ASN,ADRA,y,y,y,y,y,y,y
68067,ADRA ASN LOCAL,ADRA,ASN,y,y,y,y,y,y,y
68068,ASN ADRA LOCAL,ASN,ADRA,y,y,y,y,y,y,y
68072,VAA ADRA LOCAL,VAA,ADRA,y,y,y,y,y,y,y
68071,ADRA KNF LOCAL,ADRA,KNF,y,y,y,y,y,y,y
68074,KNF BJE PASS,KNF,BJE,y,y,y,y,y,y,y
68076,BJE ADRA LOCAL,BJE,ADRA,y,y,y,y,y,y,y
68078,VAA ADRA LOCAL,VAA,ADRA,y,y,y,y,y,y,y
68075,ADRA BJE LOCAL,ADRA,BJE,y,y,y,y,y,y,y
68073,BJE VAA PASS,BJE,VAA,y,y,y,y,y,y,y
68077,ADRA VAA LOCAL,ADRA,VAA,y,y,y,y,y,y,y
68081,BQA ADRA LOCAL,BQA,ADRA,y,y,y,y,y,y,y
68084,ADRA-VSU MEMU PASS,ADRA,VSU,y,y,y,y,y,y,y
68080,CRP BJE LOCAL,CRP,BJE,y,y,y,y,y,y,y
68079,BJE CRP LOCAL,BJE,CRP,y,y,y,y,y,y,y
68083,VSU-ADRA MEMU PASSENGER,VSU,ADRA,y,y,y,y,y,y,y
68082,ADRA BQA LOCAL,ADRA,BQA,y,y,y,y,y,y,y
68088,DHN BQA  LOCAL,DHN,BQA,y,y,y,y,y,y,y
68087,BQA - DHN  LOCAL,BQA,DHN,y,y,y,y,y,y,y
68089,MDN ADRA LOCAL,MDN,ADRA,y,y,y,y,y,y,y
68090,ADRA MDN LOCAL,ADRA,MDN,y,y,y,y,y,y,y
68091,MDN-JGM JANGALMAHAL PASS,MDN,JGM,,y,y,y,y,y,y
68092,JGM-MDN JANGALMAHAL PASS,JGM,MDN,,y,y,y,y,y,y
68093,MDN-KGP MEMU LOCAL,MDN,JGM,,y,y,y,y,y,y
68098,ADRA GBA PASS,ADRA,GBA,y,y,y,y,y,y,y
68097,GBA ADRA LOCAL,GBA,ADRA,y,y,y,y,y,y,y
68644,HIJ-KGP LOCAL,HIJ,KGP,y,y,y,y,y,y,y
68645,KGP-HIJ LOCAL,KGP,HIJ,y,y,y,y,y,y,y
68646,HIJ-KGP LOCAL,HIJ,KGP,y,y,y,y,y,y,y
68643,KGP-HIJ LOCAL,KGP,HIJ,y,y,y,y,y,y,y
